Индекс,Город,Улица,Дом
,Хакасия респ. м.р-н Ширинский с.п.Ширинский сельсовет с.Шира,ул.Курортная,д.53
,ХМАО г.Пыть-Ях,ул.Романа Кузоваткина,д.8 пом.8/3
,ХМАО г.Пыть-Ях,мкр.2й Нефтяников,
,ХМАО г.о.Когалым г.Когалым,пр-кт Шмидта,д.16 пом.1
,ХМАО г.о.Когалым г.Когалым,ул.Бакинская,д.6 пом.4
,ХМАО г.Нефтеюганск,ул.Сургутская,д.1/12
,ХМАО г.о.Нефтеюганск г.Нефтеюганск,мкр.1-й,д.19 пом.63
,ХМАО г.Нижневартовск,ул.Героев Самотлора,д.16
,ХМАО г.Нижневартовск,ул.Ленина,д.10/П стр.5
,ХМАО г.Нижневартовск,ул.Московкина,д.4
,ХМАО г.Нижневартовск,ул.Ханты-Мансийская,д.13
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Дружбы Народов,д.24 пом.1003
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Маршала Жукова,д.4А пом.1001
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Пионерская,д.17 пом.1001
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Салманова,д.4 пом.1003
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.60 лет Октября,д.27 пом.1019
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Интернациональная,д.20 пом.1008
,ХМАО г.о.г.Нижневартовск г.Нижневартовск,ул.Интернациональная,д.2А
,ХМАО г.Нягань,ул.Сибирская,д.36Б корп.1
,ХМАО г.о.г.Нягань г.Нягань,ул.Пушкина,д.16
,ХМАО пгт.Приобье,ул.Центральная,д.8Г
,ХМАО г.о.г.Радужный г.Радужный,мкр.4,д.29 пом.17
,ХМАО г.Советский,Восточная промзона,N1 стр.17
,ХМАО г.Советский,ул.Гагарина,д.6
,ХМАО г.Советский,ул.Промышленная,д.5
,ХМАО м.р-н Советский г.п.Советский г.Советский,ул.Юбилейная,д.16А
,ХМАО м.р-н Сургутский с.п.Солнечный п.Солнечный,ул.Спортивная,д.9/1
,ХМАО г.о.г.Сургут г.Сургут,пр-кт Набережный,д.17
,ХМАО г.о.г.Сургут г.Сургут,пр-кт Пролетарский,д.35
,ХМАО г.о.г.Сургут г.Сургут,ул.30 лет Победы,д.44/4
,ХМАО г.о.г.Сургут г.Сургут,ул.Александра Усольцева,д.26
,ХМАО г.о.г.Сургут г.Сургут,ул.Есенина,д.6
,ХМАО г.о.г.Сургут г.Сургут,ул.Крылова,д.26
,ХМАО г.о.г.Сургут г.Сургут,ул.Островского,д.3
,ХМАО г.о.г.Сургут г.Сургут,ул.Семена Билецкого,д.1
,ХМАО г.о.г.Сургут г.Сургут,ул.Университетская,д.21
,ХМАО г.Сургут,пр-кт Ленина,д.16
,ХМАО г.Сургут,тракт Тюменский,д.2
,ХМАО г.Сургут,ул.30 лет Победы,д.53 соор.1
,ХМАО г.Сургут,ул.Григория Кукуевицкого,д.10/1
,ХМАО г.Сургут,ул.Игоря Киртбая,д.24/1 пом.8
,ХМАО г.Сургут,ул.Иосифа Каролинского,д.12
,ХМАО г.Сургут,ул.Мелик-Карамова,д.4/4
,ХМАО г.Сургут,ул.Щепеткина,д.48
,ХМАО г.Сургут,ул.Югорская,д.13
,ХМАО г.о.г.Урай г.Урай,мкр.1Д,д.20
,ХМАО г.о.г.Урай г.Урай,ул.50 лет ВЛКСМ,д.60
,ХМАО г.о.г.Урай г.Урай,мкр.2-й,д.28
,ХМАО г.о.г.Урай г.Урай,мкр.3-й,д.26А
,ХМАО г.о.г.Ханты-Мансийск г.Ханты-Мансийск,ул.Гагарина,д.65
,ХМАО г.о.г.Ханты-Мансийск г.Ханты-Мансийск,ул.Рознина,д.77 пом.2
,ХМАО г.Ханты-Мансийск,ул.Чехова,д.27А пом.1006
,ХМАО г.о.г.Югорск г.Югорск,ул.Газовиков,д.6А
,ХМАО г.Югорск,мкр.Югорск-2,д.33
,ХМАО г.Югорск,ул.Попова,д.13Б
,ХМАО г.Югорск,ул.Чкалова,д.7 корп.3 пом.1
,Челябинская обл. м.р-н Аргаяшский с.п.Аргаяшское с.Аргаяш,ул.Гагарина,д.19В
,Челябинская обл. г.о.Копейский г.Копейск,пр-кт Коммунистический,д.35 пом.1
,Челябинская обл. г.о.Кыштымский г.Кыштым,ул.Карла Либкнехта,д.176 пом.5-1
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Университетская Набережная,д.54
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,пр-кт Краснопольский,д.5А пом.1
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Бейвеля,д.118 пом.2
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Чичерина,д.5 пом.51
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Дегтярева,д.98 пом.4
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Сталеваров,д.36 пом.1
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Бажова,д.38А пом.3
,Челябинская обл. г.о.Челябинский вн.р-н Калининский г.Челябинск,ул.Героев Танкограда,д.118 пом.11/2
,Челябинская обл. г.о.Челябинский г.Челябинск,ул.Академика Макеева,д.26 пом.12
,Челябинская обл. г.о.Челябинский г.Челябинск,ул.Воровского,д.30 пом.8/9
,Челябинская обл. г.о.Челябинский г.Челябинск,ул.Коммунаров,д.2 пом.1/7
,Челябинская обл. г.о.Челябинский г.Челябинск,ул.Молодогвардейцев,д.25А
,Челябинская обл. г.о.Челябинский г.Челябинск,ул.Первой Пятилетки,д.45 пом.6
,Чувашия респ. г.Алатырь,ул.40 лет Победы,д.81
,Чувашия респ. г.Алатырь,ул.Гагарина,д.135А
,Чувашия респ. г.Алатырь,ул.Гагарина,д.2А
,Чувашия респ. г.Алатырь,ул.Гоголя,д.117
,Чувашия респ. г.Алатырь,ул.Гончарова,д.77
,Чувашия респ. г.Алатырь,ул.Комарова,д.3Б
,Чувашия респ. г.Алатырь,ул.Ленина,д.134
,Чувашия респ. г.Алатырь,ул.Московская,д.37
,Чувашия респ. г.Алатырь,ул.Юбилейная,д.9А
,Чувашия респ. г.о.г.Алатырь г.Алатырь,ул.Московская,д.107
,Чувашия респ. г.о.г.Алатырь г.Алатырь,ул.Московская,д.127 пом.1А
,Чувашия респ. с.Аликово,ул.Октябрьская,д.2
,Чувашия респ. с.Батырево,ул.Дружбы,д.6М
,Чувашия респ. п.Вурнары,ул.Комсомольская,д.37А
,Чувашия респ. п.Вурнары,ул.Советская,д.21А
,Чувашия респ. пгт.Ибреси,ул.Садовая,д.7
,Чувашия респ. с.Ишлеи,ул.Советская,д.68
,Чувашия респ. г.Канаш,ул.30 лет Победы,д.34 корп.А
,Чувашия респ. г.Канаш,ул.30 лет Победы,д.94А
,Чувашия респ. г.Канаш,ул.Железнодорожная,д.83
,Чувашия респ. г.Канаш,ул.Железнодорожная,д.89
,Чувашия респ. г.Канаш,ул.Заводская,д.7Б
,Чувашия респ. г.Канаш,ул.Кооперативная,д.3 пом.1
